region	chr	midPos	Nsites
(1822,2305)(80005,80597)(50000,100000)	JASDQU010108501.1	75000	485	0.006612
(1094,2323)(250000,296920)(250000,300000)	JASDQU010108503.1	275000	1231	0.561455
(146,524)(74357,74771)(50000,100000)	JASDQU010108508.1	75000	380	0.202557
(1156,3051)(66661,68978)(50000,100000)	JASDQU010108575.1	75000	1897	0.517079
(341,538)(81092,83191)(50000,100000)	JASDQU010108591.1	75000	199	0.208802
(774,2122)(257884,279810)(250000,300000)	JASDQU010108604.1	275000	1350	0.753181
(2310,2451)(69869,70147)(50000,100000)	JASDQU010108623.1	75000	143	0.866021
(635,666)(126823,126906)(100000,150000)	JASDQU010108665.1	125000	33	0.047519
(353,750)(132725,137986)(100000,150000)	JASDQU010108668.1	125000	399	0.486452
(1219,1448)(181103,181332)(150000,200000)	JASDQU010108700.1	175000	231	-0.009558
(10,946)(78724,80552)(50000,100000)	JASDQU010108752.1	75000	938	0.349517
(2097,2594)(197490,197989)(150000,200000)	JASDQU010108754.1	175000	499	0.005390
(365,815)(166679,167186)(150000,200000)	JASDQU010108758.1	175000	452	0.605001
(58,986)(198871,199808)(150000,200000)	JASDQU010108781.1	175000	930	0.065531
(2659,3647)(83668,89268)(50000,100000)	JASDQU010108820.1	75000	990	0.024821
(110,116)(84979,84985)(50000,100000)	JASDQU010108849.1	75000	8	0.047418
(962,1037)(57620,57755)(50000,100000)	JASDQU010108896.1	75000	77	0.020738
(454,2485)(65666,68390)(50000,100000)	JASDQU010108900.1	75000	2033	0.532138
(1765,1765)(148770,148770)(100000,150000)	JASDQU010108925.1	125000	2	0.059626
(380,613)(66109,66357)(50000,100000)	JASDQU010108945.1	75000	235	0.146990
(1490,1512)(65851,65879)(50000,100000)	JASDQU010108955.1	75000	24	0.044641
(1080,1760)(123259,124028)(100000,150000)	JASDQU010109025.1	125000	682	0.123500
(1,105)(188550,188669)(150000,200000)	JASDQU010109075.1	175000	106	0.023490
(1789,1946)(171293,171462)(150000,200000)	JASDQU010109088.1	175000	159	0.001332
(65,912)(55355,95332)(50000,100000)	JASDQU010109100.1	75000	849	0.078070
(811,1794)(203417,204456)(200000,250000)	JASDQU010109150.1	225000	985	0.289910
(564,1982)(100055,116194)(100000,150000)	JASDQU010109171.1	125000	1420	0.377254
(1665,2865)(150047,181049)(150000,200000)	JASDQU010109179.1	175000	1202	0.251955
(77,123)(96797,96880)(50000,100000)	JASDQU010109226.1	75000	48	0.126403
(124,212)(102941,103045)(100000,150000)	JASDQU010109226.1	125000	90	0.040077
(2191,3398)(50000,51208)(50000,100000)	JASDQU010109237.1	75000	1209	0.025508
(687,765)(92588,92766)(50000,100000)	JASDQU010109259.1	75000	80	0.533459
(8,431)(56207,56777)(50000,100000)	JASDQU010109280.1	75000	425	0.025859
(817,3524)(53066,57624)(50000,100000)	JASDQU010109285.1	75000	2709	0.579827
(251,3437)(120673,127255)(100000,150000)	JASDQU010109345.1	125000	3188	0.345170
(330,427)(109361,109458)(100000,150000)	JASDQU010109385.1	125000	99	0.059177
(3007,5524)(115339,139271)(100000,150000)	JASDQU010109394.1	125000	2519	0.793533
(5525,6893)(158797,186896)(150000,200000)	JASDQU010109394.1	175000	1370	0.728118
(84,3622)(88183,95852)(50000,100000)	JASDQU010109408.1	75000	3540	0.339461
(737,1462)(65034,99999)(50000,100000)	JASDQU010109438.1	75000	727	0.147294
(2385,2463)(50274,50375)(50000,100000)	JASDQU010109452.1	75000	80	0.781653
(235,1087)(50000,55943)(50000,100000)	JASDQU010109471.1	75000	854	0.033311
(1232,3025)(133618,137000)(100000,150000)	JASDQU010109472.1	125000	1795	0.455486
(286,2089)(101077,107184)(100000,150000)	JASDQU010109475.1	125000	1805	0.055611
(160,310)(165881,166392)(150000,200000)	JASDQU010109483.1	175000	152	0.049816
(909,2606)(50552,80660)(50000,100000)	JASDQU010109506.1	75000	1699	0.090669
(2292,2537)(82404,82662)(50000,100000)	JASDQU010109514.1	75000	247	0.363441
(1356,4051)(101239,105480)(100000,150000)	JASDQU010109516.1	125000	2697	0.799182
(1696,1805)(110696,110810)(100000,150000)	JASDQU010109521.1	125000	111	0.554477
(200,379)(77945,82905)(50000,100000)	JASDQU010109530.1	75000	181	0.084582
(6,717)(100000,102767)(100000,150000)	JASDQU010109551.1	125000	713	0.101499
(78,185)(62667,78633)(50000,100000)	JASDQU010109572.1	75000	109	0.230632
(667,673)(143798,143804)(100000,150000)	JASDQU010109601.1	125000	8	0.089950
(2274,2891)(50000,87834)(50000,100000)	JASDQU010109602.1	75000	619	0.616588
(808,2100)(61414,86885)(50000,100000)	JASDQU010109603.1	75000	1294	0.108217
(35,341)(89159,97318)(50000,100000)	JASDQU010109609.1	75000	308	0.049189
(1054,1673)(96480,97233)(50000,100000)	JASDQU010109656.1	75000	621	0.017541
(214,748)(217579,219422)(200000,250000)	JASDQU010109682.1	225000	536	0.543445
(125,705)(132623,133217)(100000,150000)	JASDQU010109692.1	125000	582	0.240270
(257,345)(165279,165381)(150000,200000)	JASDQU010188912.1	175000	90	0.245314
(6286,6458)(100932,101107)(100000,150000)	JASDQU010192224.1	125000	174	0.034971
(244,1092)(77884,78991)(50000,100000)	JASDQU010192827.1	75000	850	0.022450
(1093,2716)(302134,303894)(300000,350000)	JASDQU010192827.1	325000	1625	0.216872
(2717,3309)(487319,487979)(450000,500000)	JASDQU010192827.1	475000	594	-0.001070
(3310,3559)(503233,503691)(500000,550000)	JASDQU010192827.1	525000	251	0.010039
(1183,1497)(50913,51229)(50000,100000)	JASDQU010197169.1	75000	316	0.709349
(2043,2392)(120117,120483)(100000,150000)	JASDQU010198465.1	125000	351	0.521577
(235,1427)(194180,196429)(150000,200000)	JASDQU010201528.1	175000	1194	0.409050
(148,823)(52395,53174)(50000,100000)	JASDQU010205369.1	75000	677	0.235714
(13,139)(54892,55030)(50000,100000)	JASDQU010205628.1	75000	128	0.198522
(1023,1287)(55297,55607)(50000,100000)	JASDQU010206420.1	75000	266	0.297372
(330,1125)(56941,62784)(50000,100000)	JASDQU010206909.1	75000	797	0.192514
(119,648)(251353,251920)(250000,300000)	JASDQU010207232.1	275000	531	0.180987
(464,1312)(53704,54598)(50000,100000)	JASDQU010208960.1	75000	850	0.170847
(3619,3794)(58039,58277)(50000,100000)	JASDQU010209131.1	75000	177	0.771296
(717,1208)(106723,107259)(100000,150000)	JASDQU010211751.1	125000	493	0.062668
(529,1177)(245600,246261)(200000,250000)	JASDQU010214948.1	225000	650	0.003663
(145,634)(292688,294077)(250000,300000)	JASDQU010219496.1	275000	491	0.085021
(272,276)(219036,219044)(200000,250000)	JASDQU010240418.1	225000	6	0.044284
(161,1256)(65052,66187)(50000,100000)	JASDQU010240421.1	75000	1097	0.213815
(562,1444)(210887,245791)(200000,250000)	JASDQU010240455.1	225000	884	0.111849
(2378,3825)(150000,151452)(150000,200000)	JASDQU010240480.1	175000	1449	0.363401
(52,700)(56270,59228)(50000,100000)	JASDQU010240492.1	75000	650	0.247488
(511,632)(111017,111140)(100000,150000)	JASDQU010240514.1	125000	123	0.069361
(63,2273)(82750,84978)(50000,100000)	JASDQU010240543.1	75000	2212	0.272793
(26,171)(100934,136318)(100000,150000)	JASDQU010240556.1	125000	147	0.326019
(656,1370)(78474,79196)(50000,100000)	JASDQU010240559.1	75000	716	0.664015
(1888,7437)(82014,87997)(50000,100000)	JASDQU010240571.1	75000	5551	0.135016
(7438,7733)(160702,183555)(150000,200000)	JASDQU010240571.1	175000	297	0.031101
(842,1113)(57824,97141)(50000,100000)	JASDQU010240616.1	75000	273	0.400497
(3330,8111)(50000,86432)(50000,100000)	JASDQU010240623.1	75000	4783	0.668252
(3382,4926)(113610,115185)(100000,150000)	JASDQU010240624.1	125000	1546	0.275782
(1060,1597)(113984,114529)(100000,150000)	JASDQU010240652.1	125000	539	0.281027
(260,877)(201949,202571)(200000,250000)	JASDQU010240674.1	225000	619	0.232197
(1522,2219)(151547,191216)(150000,200000)	JASDQU010240697.1	175000	699	0.036292
(6195,6987)(50000,51208)(50000,100000)	JASDQU010240714.1	75000	794	0.463792
(1270,2127)(101852,102723)(100000,150000)	JASDQU010240716.1	125000	859	0.662608
(1057,3738)(83685,93776)(50000,100000)	JASDQU010240744.1	75000	2683	0.085867
(252,751)(172315,191992)(150000,200000)	JASDQU010240758.1	175000	501	0.034890
(536,1803)(104539,112420)(100000,150000)	JASDQU010240767.1	125000	1269	0.090510
(659,1480)(188171,189102)(150000,200000)	JASDQU010240781.1	175000	823	0.410228
(8,370)(90986,91379)(50000,100000)	JASDQU010240829.1	75000	364	0.602795
(761,1131)(72445,72844)(50000,100000)	JASDQU010240846.1	75000	372	0.078336
(1131,2667)(53302,55433)(50000,100000)	JASDQU010240888.1	75000	1538	0.828460
(2806,4284)(109803,140179)(100000,150000)	JASDQU010240926.1	125000	1480	0.453669
(819,870)(80395,80456)(50000,100000)	JASDQU010240929.1	75000	53	0.051522
(4252,4513)(198860,199125)(150000,200000)	JASDQU010240935.1	175000	263	0.006824
(1852,2784)(50003,52765)(50000,100000)	JASDQU010240943.1	75000	934	0.378205
(2785,3650)(247744,249999)(200000,250000)	JASDQU010240943.1	225000	867	0.563186
(179,827)(77829,78515)(50000,100000)	JASDQU010240968.1	75000	650	0.220093
(891,4230)(117886,125082)(100000,150000)	JASDQU010240973.1	125000	3341	0.264394
(845,967)(92177,92307)(50000,100000)	JASDQU010240974.1	75000	124	0.779654
(400,409)(99169,99179)(50000,100000)	JASDQU010240981.1	75000	11	0.053011
(430,3823)(119663,124765)(100000,150000)	JASDQU010241029.1	125000	3395	0.204279
(228,2938)(158112,160921)(150000,200000)	JASDQU010241056.1	175000	2712	0.842360
(387,1040)(139762,140456)(100000,150000)	JASDQU010241097.1	125000	655	0.277836
(133,3027)(86179,90421)(50000,100000)	JASDQU010241109.1	75000	2896	0.315606
(364,895)(50000,50534)(50000,100000)	JASDQU010241112.1	75000	533	0.375616
(201,1093)(252465,255879)(250000,300000)	JASDQU010241141.1	275000	894	0.541786
(21,163)(99389,99548)(50000,100000)	JASDQU010241144.1	75000	144	0.091990
(638,707)(193871,198860)(150000,200000)	JASDQU010241145.1	175000	71	0.030706
(281,320)(80812,80859)(50000,100000)	JASDQU010241176.1	75000	41	0.006028
(3415,8573)(87253,94393)(50000,100000)	JASDQU010241290.1	75000	5160	0.309598
(8574,9514)(105382,147478)(100000,150000)	JASDQU010241290.1	125000	942	0.357936
(9515,10073)(176529,177089)(150000,200000)	JASDQU010241290.1	175000	560	0.486845
(426,741)(68633,68958)(50000,100000)	JASDQU010241301.1	75000	317	0.798223
(268,959)(110089,114606)(100000,150000)	JASDQU010241330.1	125000	693	0.400400
(832,1374)(119683,139833)(100000,150000)	JASDQU010241345.1	125000	544	0.096612
(347,1073)(75791,76540)(50000,100000)	JASDQU010241348.1	75000	728	0.368458
(3007,10540)(51480,79335)(50000,100000)	JASDQU010241366.1	75000	7535	0.203275
(439,1013)(197168,198083)(150000,200000)	JASDQU010241489.1	175000	576	0.627489
(283,308)(213048,213084)(200000,250000)	JASDQU010241515.1	225000	27	0.053541
(281,687)(68527,96863)(50000,100000)	JASDQU010241596.1	75000	408	0.013411
(465,956)(50000,51933)(50000,100000)	JASDQU010241599.1	75000	493	0.046255
(736,760)(99537,99567)(50000,100000)	JASDQU010241610.1	75000	26	0.044606
(483,490)(228784,228794)(200000,250000)	JASDQU010241623.1	225000	9	0.050851
(886,1617)(172016,172780)(150000,200000)	JASDQU010241624.1	175000	733	0.033411
(669,855)(131189,131561)(100000,150000)	JASDQU010241677.1	125000	188	0.195215
(507,546)(68794,68833)(50000,100000)	JASDQU010241678.1	75000	41	0.222039
(4768,6596)(69134,87755)(50000,100000)	JASDQU010241681.1	75000	1830	0.397111
(10,266)(76193,76713)(50000,100000)	JASDQU010241697.1	75000	258	0.030534
(373,3152)(73694,79446)(50000,100000)	JASDQU010241714.1	75000	2781	0.559537
(1,974)(94422,95412)(50000,100000)	JASDQU010241723.1	75000	975	0.382797
(1114,1432)(250000,255061)(250000,300000)	JASDQU010241738.1	275000	320	0.247640
(76,189)(122715,122831)(100000,150000)	JASDQU010241756.1	125000	115	0.111269
(181,259)(213265,213344)(200000,250000)	JASDQU010241757.1	225000	80	0.067354
(121,763)(115809,123540)(100000,150000)	JASDQU010241761.1	125000	644	0.387858
(1362,2259)(89142,90065)(50000,100000)	JASDQU010241796.1	75000	899	0.466349
(284,1617)(65230,66678)(50000,100000)	JASDQU010241817.1	75000	1335	0.806631
(1455,1641)(154697,155063)(150000,200000)	JASDQU010241819.1	175000	188	0.054644
(695,1040)(178201,178699)(150000,200000)	JASDQU010241821.1	175000	347	0.175049
(4809,5247)(118580,119045)(100000,150000)	JASDQU010241830.1	125000	440	0.448770
(59,2613)(80604,87893)(50000,100000)	JASDQU010241919.1	75000	2556	0.418362
(494,1208)(80186,80907)(50000,100000)	JASDQU010241978.1	75000	716	0.037386
(210,4238)(50000,60123)(50000,100000)	JASDQU010242042.1	75000	4030	0.560813
(636,886)(154874,155125)(150000,200000)	JASDQU010242113.1	175000	252	0.039972
(2508,3152)(290199,290859)(250000,300000)	JASDQU010242150.1	275000	646	0.185507
(1407,2857)(100000,101457)(100000,150000)	JASDQU010242161.1	125000	1452	0.398396
(267,1032)(109957,127623)(100000,150000)	JASDQU010242171.1	125000	767	0.117708
(281,2846)(335380,338444)(300000,350000)	JASDQU010242224.1	325000	2567	0.581539
(872,1052)(116860,149999)(100000,150000)	JASDQU010242248.1	125000	182	0.516777
(2562,3386)(143399,144690)(100000,150000)	JASDQU010242256.1	125000	826	0.021232
(84,519)(68650,69181)(50000,100000)	JASDQU010242311.1	75000	437	0.030973
(1262,2457)(96900,98133)(50000,100000)	JASDQU010242316.1	75000	1197	0.191153
(467,3281)(74200,79534)(50000,100000)	JASDQU010242322.1	75000	2816	0.226350
(807,1702)(216280,217175)(200000,250000)	JASDQU010242333.1	225000	897	0.684147
(78,676)(62119,62764)(50000,100000)	JASDQU010242370.1	75000	600	0.441516
(51,480)(179757,180377)(150000,200000)	JASDQU010242383.1	175000	431	0.023019
(89,425)(58151,62132)(50000,100000)	JASDQU010242386.1	75000	338	0.008486
(2084,3029)(63172,99808)(50000,100000)	JASDQU010242389.1	75000	947	0.084080
(510,667)(56081,56249)(50000,100000)	JASDQU010242395.1	75000	159	0.082581
(343,439)(51726,52081)(50000,100000)	JASDQU010242400.1	75000	98	0.263838
(134,442)(150822,151131)(150000,200000)	JASDQU010242421.1	175000	310	0.237948
(623,664)(99363,99431)(50000,100000)	JASDQU010242445.1	75000	43	0.098629
(1749,2765)(50000,51961)(50000,100000)	JASDQU010242544.1	75000	1018	0.328036
(2,552)(203572,204284)(200000,250000)	JASDQU010242608.1	225000	552	0.023006
(35,328)(74333,94357)(50000,100000)	JASDQU010242617.1	75000	295	0.525306
(771,782)(66411,66426)(50000,100000)	JASDQU010242642.1	75000	13	0.059076
(1777,2522)(153560,154311)(150000,200000)	JASDQU010242667.1	175000	747	0.522720
(175,1114)(76093,78445)(50000,100000)	JASDQU010242706.1	75000	941	0.199230
(1146,1483)(78600,78949)(50000,100000)	JASDQU010242714.1	75000	339	0.057028
(2048,2080)(162726,162760)(150000,200000)	JASDQU010242727.1	175000	34	0.104599
(832,1139)(115965,116383)(100000,150000)	JASDQU010242735.1	125000	309	0.069716
(1778,1883)(99783,99999)(50000,100000)	JASDQU010242770.1	75000	107	0.475905
(795,993)(105183,105387)(100000,150000)	JASDQU010242775.1	125000	200	0.437742
(164,387)(104992,118513)(100000,150000)	JASDQU010242785.1	125000	225	0.039837
(197,1131)(89417,90371)(50000,100000)	JASDQU010242817.1	75000	936	0.246679
(397,837)(53176,53780)(50000,100000)	JASDQU010242833.1	75000	442	0.202970
(1066,3654)(56297,99202)(50000,100000)	JASDQU010242859.1	75000	2590	0.415586
(3655,3827)(114532,144600)(100000,150000)	JASDQU010242859.1	125000	174	0.236166
(872,4632)(50885,86979)(50000,100000)	JASDQU010242882.1	75000	3762	0.466213
(879,1027)(59362,59511)(50000,100000)	JASDQU010242903.1	75000	150	-0.002135
(681,2945)(53804,61103)(50000,100000)	JASDQU010242954.1	75000	2266	0.505724
(793,2092)(131422,132796)(100000,150000)	JASDQU010243009.1	125000	1301	0.400815
(407,883)(157557,158181)(150000,200000)	JASDQU010243083.1	175000	478	0.037413
(708,2079)(81483,85242)(50000,100000)	JASDQU010243103.1	75000	1373	0.469459
(1413,1830)(194180,194682)(150000,200000)	JASDQU010243127.1	175000	419	0.015525
(629,830)(119676,119889)(100000,150000)	JASDQU010243175.1	125000	203	0.373259
(951,1473)(54473,58267)(50000,100000)	JASDQU010243213.1	75000	524	0.328130
(188,296)(54708,54822)(50000,100000)	JASDQU010243242.1	75000	110	-0.009050
(297,788)(102243,103400)(100000,150000)	JASDQU010243242.1	125000	493	0.049161
(789,829)(180874,181102)(150000,200000)	JASDQU010243242.1	175000	42	0.016264
(830,1122)(230184,241132)(200000,250000)	JASDQU010243242.1	225000	294	0.258062
(323,612)(74261,74575)(50000,100000)	JASDQU010243251.1	75000	291	0.280969
(404,945)(59838,76525)(50000,100000)	JASDQU010243258.1	75000	543	0.486897
(767,2211)(102471,104904)(100000,150000)	JASDQU010243271.1	125000	1446	0.070019
(402,582)(91278,91461)(50000,100000)	JASDQU010243277.1	75000	182	0.023212
(252,1224)(93724,94704)(50000,100000)	JASDQU010243296.1	75000	974	0.107075
(101,191)(50086,50185)(50000,100000)	JASDQU010243300.1	75000	92	0.043073
(1932,2065)(54625,54761)(50000,100000)	JASDQU010243336.1	75000	135	0.289136
(648,1758)(108780,109910)(100000,150000)	JASDQU010243346.1	125000	1112	0.234000
(36,160)(86515,86645)(50000,100000)	JASDQU010243395.1	75000	126	0.058887
(223,477)(72285,72639)(50000,100000)	JASDQU010243503.1	75000	256	0.058607
(1836,2428)(135486,136082)(100000,150000)	JASDQU010243590.1	125000	594	0.296053
(412,1666)(125544,126912)(100000,150000)	JASDQU010243633.1	125000	1256	0.370872
(769,4875)(151352,157295)(150000,200000)	JASDQU010243648.1	175000	4108	0.308364
(886,1646)(83227,86073)(50000,100000)	JASDQU010243661.1	75000	762	0.153611
(1003,1047)(100000,100051)(100000,150000)	JASDQU010243670.1	125000	46	0.244811
(1741,2187)(85276,93880)(50000,100000)	JASDQU010243695.1	75000	448	0.637703
(7,683)(62666,63344)(50000,100000)	JASDQU010243725.1	75000	678	0.170605
(759,1872)(163857,164976)(150000,200000)	JASDQU010243735.1	175000	1115	0.297499
(265,1758)(52615,69090)(50000,100000)	JASDQU010243750.1	75000	1495	0.178201
(1032,1315)(90270,90607)(50000,100000)	JASDQU010243751.1	75000	285	0.010794
(300,787)(53381,53874)(50000,100000)	JASDQU010243760.1	75000	489	0.600363
(913,1873)(66412,67530)(50000,100000)	JASDQU010243790.1	75000	962	0.505705
(1057,1248)(317306,317502)(300000,350000)	JASDQU010243813.1	325000	193	0.001488
(21,265)(91707,91971)(50000,100000)	JASDQU010243827.1	75000	246	0.127654
(266,1966)(197201,199010)(150000,200000)	JASDQU010243827.1	175000	1702	0.486936
(726,1003)(69171,69463)(50000,100000)	JASDQU010243875.1	75000	279	0.061610
(1505,1698)(183390,183645)(150000,200000)	JASDQU010243892.1	175000	195	0.708027
(981,1497)(141252,149300)(100000,150000)	JASDQU010243897.1	125000	518	0.246279
(320,1304)(54299,55293)(50000,100000)	JASDQU010243916.1	75000	986	0.394740
(448,644)(143120,143316)(100000,150000)	JASDQU010243940.1	125000	198	0.036109
(2736,4010)(50000,51379)(50000,100000)	JASDQU010243970.1	75000	1276	0.798954
(838,1666)(78799,79739)(50000,100000)	JASDQU010243981.1	75000	830	0.231682
(236,1250)(55383,57060)(50000,100000)	JASDQU010244021.1	75000	1016	0.525622
(680,771)(101488,101584)(100000,150000)	JASDQU010244024.1	125000	93	-0.001666
(2292,3018)(149188,149932)(100000,150000)	JASDQU010244035.1	125000	728	0.325391
(419,1601)(102452,103823)(100000,150000)	JASDQU010244055.1	125000	1184	-0.009406
(1130,1950)(75255,77020)(50000,100000)	JASDQU010244080.1	75000	822	0.280066
(868,2299)(50881,55671)(50000,100000)	JASDQU010244095.1	75000	1433	0.270604
(771,2430)(50816,93349)(50000,100000)	JASDQU010244097.1	75000	1661	0.487974
(1033,1845)(157245,158082)(150000,200000)	JASDQU010244108.1	175000	814	0.587352
(83,1946)(172822,178956)(150000,200000)	JASDQU010244142.1	175000	1865	0.210417
(25,39)(50000,50016)(50000,100000)	JASDQU010244155.1	75000	16	0.044016
(24,262)(88340,88582)(50000,100000)	JASDQU010244205.1	75000	240	0.505981
(250,448)(296055,296286)(250000,300000)	JASDQU010244218.1	275000	200	0.189034
(826,1171)(74184,96342)(50000,100000)	JASDQU010244220.1	75000	347	0.041624
(1032,1643)(70077,70725)(50000,100000)	JASDQU010244318.1	75000	613	0.332371
(2143,2278)(177648,177785)(150000,200000)	JASDQU010244334.1	175000	137	0.773649
(113,902)(50000,51621)(50000,100000)	JASDQU010244370.1	75000	791	0.467054
